default.truck_mileage.truckid,default.truck_mileage.driverid,default.truck_mileage.rdate,default.truck_mileage.miles,default.truck_mileage.gas,default.truck_mileage.mpg
A23,A23,sep12,11800,2488,4.74276527331
A23,A23,aug12,11127,2350,4.73489361702
A23,A23,jul12,9929,2168,4.57979704797
A23,A23,jun12,9622,1626,5.91758917589
A23,A23,may12,10230,1888,5.41843220339
A23,A23,apr12,12390,2422,5.11560693642
A23,A23,mar12,9971,2073,4.80993728895
A23,A23,feb12,12296,2382,5.16204869857
A23,A23,jan12,13663,2436,5.60878489327
A23,A23,dec11,10431,2141,4.87202241943
A23,A23,nov11,10153,2173,4.6723423838
A23,A23,oct11,12883,3012,4.27722443559
A23,A23,sep11,13997,2943,4.75603126062
A23,A23,aug11,11377,2424,4.69348184818
A23,A23,jul11,10907,2305,4.73188720174
A23,A23,jun11,10398,2720,3.82279411765
A23,A23,may11,12464,2720,4.58235294118
A23,A23,apr11,9663,2720,3.55257352941
A23,A23,mar11,11974,2720,4.40220588235
A23,A23,feb11,12977,2720,4.77095588235
A23,A23,jan11,11007,2720,4.04669117647
A23,A23,dec10,12062,2720,4.43455882353
A23,A23,nov10,10213,2720,3.75477941176
A23,A23,oct10,12628,2720,4.64264705882
A23,A23,sep10,14132,2720,5.19558823529
A23,A23,aug10,15470,2720,5.6875
A23,A23,jul10,8560,2720,3.14705882353
A23,A23,jun10,10449,2720,3.84154411765
A23,A23,may10,9877,2720,3.63125
A23,A23,apr10,12048,2720,4.42941176471
A23,A23,mar10,11780,2720,4.33088235294
A23,A23,feb10,11135,2720,4.09375
A23,A23,jan10,14118,2720,5.19044117647
A23,A23,dec09,10953,2720,4.02683823529
A23,A23,nov09,11772,2720,4.32794117647
A23,A23,oct09,13877,2720,5.10183823529
A23,A23,sep09,13383,2720,4.92022058824
A23,A23,aug09,10850,2720,3.98897058824
A23,A23,jul09,10937,2720,4.02095588235
A23,A23,jun09,12004,2720,4.41323529412
A23,A23,may09,12299,2720,4.52169117647
A23,A23,apr09,13096,2720,4.81470588235
A23,A23,mar09,14302,2720,5.25808823529
A23,A23,feb09,10091,2720,3.70992647059
A23,A23,jan09,12668,2720,4.65735294118
A24,A24,jun13,12038,2490,4.83453815261
A24,A24,may13,15021,2922,5.14065708419
A24,A24,apr13,11552,2174,5.3137074517
A24,A24,mar13,11438,2419,4.72840016536
A24,A24,feb13,11500,2614,4.39938791125
A24,A24,jan13,11595,2038,5.6894013739
A24,A24,dec12,12662,2478,5.10976594027
A24,A24,nov12,10998,1944,5.65740740741
A24,A24,oct12,12349,2501,4.93762495002
A24,A24,sep12,13879,2782,4.98885693746
A24,A24,aug12,10573,2159,4.89717461788
A24,A24,jul12,14641,2885,5.07487001733
A24,A24,jun12,14198,2804,5.0634807418
A24,A24,may12,11109,2037,5.45360824742
A24,A24,apr12,9360,2020,4.63366336634
A24,A24,mar12,14420,3103,4.64711569449
A24,A24,feb12,14335,3147,4.55513187162
A24,A24,jan12,12000,2287,5.2470485352
A24,A24,dec11,11104,2215,5.01309255079
A24,A24,nov11,9344,1725,5.4168115942
A24,A24,oct11,13077,2447,5.34409480997
A24,A24,sep11,12853,2426,5.29802143446
A24,A24,aug11,11461,2531,4.52824970367
A24,A24,jul11,14489,2723,5.32096951891
A24,A24,jun11,13688,2510,5.45338645418
A24,A24,may11,14829,2510,5.90796812749
A24,A24,apr11,12338,2510,4.91553784861
A24,A24,mar11,13679,2510,5.44980079681
A24,A24,feb11,15126,2510,6.02629482072
A24,A24,jan11,9407,2510,3.74780876494
A24,A24,dec10,11806,2510,4.70358565737
A24,A24,nov10,13258,2510,5.28207171315
A24,A24,oct10,13121,2510,5.22749003984
A24,A24,sep10,10910,2510,4.34661354582
A24,A24,aug10,11490,2510,4.57768924303
A24,A24,jul10,12136,2510,4.83505976096
A24,A24,jun10,12541,2510,4.99641434263
A24,A24,may10,11686,2510,4.65577689243
A24,A24,apr10,12502,2510,4.98087649402
A24,A24,mar10,13934,2510,5.55139442231
A24,A24,feb10,13976,2510,5.56812749004
A24,A24,jan10,13619,2510,5.42589641434
A24,A24,dec09,13087,2510,5.21394422311
A24,A24,nov09,13018,2510,5.18645418327
A24,A24,oct09,14119,2510,5.62509960159
A24,A24,sep09,10087,2510,4.0187250996
A24,A24,aug09,11325,2510,4.51195219124
A24,A24,jul09,15542,2510,6.19203187251
A24,A24,jun09,12316,2510,4.90677290837
A24,A24,may09,11452,2510,4.5625498008
A24,A24,apr09,11458,2510,4.56494023904
A24,A24,mar09,12795,2510,5.09760956175
A24,A24,feb09,9344,2510,3.72270916335
A24,A24,jan09,14749,2510,5.87609561753
A25,A25,jun13,11408,2654,4.29841748304
A25,A25,may13,10088,1828,5.51859956236
A25,A25,apr13,12232,2404,5.08818635607
A25,A25,mar13,8988,1772,5.07223476298
A25,A25,feb13,8410,1695,4.9616519174
A25,A25,jan13,12382,2306,5.36947094536
A25,A25,dec12,13148,2792,4.70916905444
A25,A25,nov12,14993,3359,4.46353081274
A25,A25,oct12,15480,2713,5.70586067084
A25,A25,sep12,10926,2017,5.41695587506
A25,A25,aug12,11859,2600,4.56115384615
A25,A25,jul12,10468,1987,5.26824358329
A25,A25,jun12,10422,2048,5.0888671875
A25,A25,may12,13695,3080,4.44642857143
A25,A25,apr12,12287,2486,4.94247787611
A25,A25,mar12,8259,1579,5.23052564915
A25,A25,feb12,14507,2719,5.33541743288
A25,A25,jan12,9928,2029,4.89305076392
A25,A25,dec11,11229,2245,5.00178173719
A25,A25,nov11,12934,2284,5.66287215412
A25,A25,oct11,8322,1565,5.31757188498
A25,A25,sep11,13050,2894,4.50932964755
A25,A25,aug11,13733,2554,5.37705559906
A25,A25,jul11,14066,3100,4.53741935484
A25,A25,jun11,11914,2664,4.47222222222
A25,A25,may11,10497,2664,3.94031531532
A25,A25,apr11,14731,2664,5.52965465465
A25,A25,mar11,14508,2664,5.44594594595
A25,A25,feb11,11259,2664,4.22635135135
A25,A25,jan11,12153,2664,4.56193693694
A25,A25,dec10,9668,2664,3.62912912913
A25,A25,nov10,15122,2664,5.67642642643
A25,A25,oct10,11326,2664,4.2515015015
A25,A25,sep10,12372,2664,4.64414414414
A25,A25,aug10,15445,2664,5.79767267267
A25,A25,jul10,12979,2664,4.871996997
A25,A25,jun10,11349,2664,4.26013513514
A25,A25,may10,14073,2664,5.28265765766
A25,A25,apr10,11484,2664,4.31081081081
A25,A25,mar10,13956,2664,5.23873873874
A25,A25,feb10,13725,2664,5.15202702703
A25,A25,jan10,10317,2664,3.87274774775
A25,A25,dec09,9355,2664,3.51163663664
A25,A25,nov09,11763,2664,4.41554054054
A25,A25,oct09,10656,2664,4.0
A25,A25,sep09,9823,2664,3.68731231231
A25,A25,aug09,10157,2664,3.81268768769
A25,A25,jul09,10699,2664,4.01614114114
A25,A25,jun09,10885,2664,4.08596096096
A25,A25,may09,13509,2664,5.07094594595
A25,A25,apr09,15264,2664,5.72972972973
A25,A25,mar09,9940,2664,3.73123123123
A25,A25,feb09,10851,2664,4.0731981982
A25,A25,jan09,12761,2664,4.79016516517
A26,A26,jun13,11612,2348,4.94548551959
A26,A26,may13,8304,1688,4.91943127962
A26,A26,apr13,8560,1807,4.73713337023
A26,A26,mar13,8524,1868,4.56316916488
A26,A26,feb13,13656,3098,4.40800516462
A26,A26,jan13,10862,2390,4.54476987448
A26,A26,dec12,9429,1767,5.33616298812
A26,A26,nov12,11531,2213,5.21057388161
A26,A26,oct12,13058,2977,4.38629492778
A26,A26,sep12,9761,2076,4.70183044316
A26,A26,aug12,12833,2415,5.31387163561
A26,A26,jul12,14405,2654,5.42765636775
A26,A26,jun12,10969,2078,5.27863330125
A26,A26,may12,10271,2102,4.88629876308
A26,A26,apr12,13062,2348,5.56303236797
A26,A26,mar12,14710,2905,5.06368330465
A26,A26,feb12,14121,2526,5.59026128266
A26,A26,jan12,13231,2385,5.54758909853
A26,A26,dec11,12958,2484,5.21658615137
A26,A26,nov11,14299,2733,5.2319795097
A26,A26,oct11,12888,2329,5.53370545298
A26,A26,sep11,11475,2207,5.19936565473
A26,A26,aug11,14234,2601,5.47251057286
A26,A26,jul11,9902,2102,4.71075166508
A26,A26,jun11,12268,2244,5.46702317291
A26,A26,may11,13669,2244,6.09135472371
A26,A26,apr11,12933,2244,5.76336898396
A26,A26,mar11,12053,2244,5.37121212121
A26,A26,feb11,10130,2244,4.51426024955
A26,A26,jan11,8798,2244,3.92067736185
A26,A26,dec10,10713,2244,4.77406417112
A26,A26,nov10,10983,2244,4.89438502674
A26,A26,oct10,9310,2244,4.14884135472
A26,A26,sep10,9745,2244,4.3426916221
A26,A26,aug10,9744,2244,4.3422459893
A26,A26,jul10,11090,2244,4.94206773619
A26,A26,jun10,10451,2244,4.6573083779
A26,A26,may10,8720,2244,3.88591800357
A26,A26,apr10,12736,2244,5.67557932264
A26,A26,mar10,11177,2244,4.98083778966
A26,A26,feb10,13706,2244,6.10784313725
A26,A26,jan10,11089,2244,4.94162210339
A26,A26,dec09,12110,2244,5.39661319073
A26,A26,nov09,11188,2244,4.98573975045
A26,A26,oct09,9720,2244,4.33155080214
A26,A26,sep09,13839,2244,6.16711229947
A26,A26,aug09,10824,2244,4.82352941176
A26,A26,jul09,10829,2244,4.82575757576
A26,A26,jun09,11020,2244,4.91087344029
A26,A26,may09,12036,2244,5.36363636364
A26,A26,apr09,11529,2244,5.13770053476
A26,A26,mar09,13836,2244,6.16577540107
A26,A26,feb09,10739,2244,4.78565062389
A26,A26,jan09,10150,2244,4.52317290553
A27,A27,jun13,11147,2464,4.52394480519
A27,A27,may13,9248,1740,5.31494252874
A27,A27,apr13,13809,2962,4.66205266712
A27,A27,mar13,14840,2887,5.14028403187
A27,A27,feb13,10212,2255,4.52860310421
A27,A27,jan13,11708,2429,4.82009057225
A27,A27,dec12,13036,2703,4.82278949316
A27,A27,nov12,13872,2716,5.10751104566
A27,A27,oct12,14056,2700,5.20592592593
A27,A27,sep12,9665,1866,5.179528403
A27,A27,aug12,12208,2123,5.75035327367
A27,A27,jul12,10700,2257,4.74080638015
A27,A27,jun12,14386,3307,4.35016631388
A27,A27,may12,14880,2951,5.04235852253
A27,A27,apr12,14847,3076,4.82672301691
A27,A27,mar12,10280,2137,4.81048198409
A27,A27,feb12,14655,2639,5.55323986358
A27,A27,jan12,12338,2414,5.11101905551
A27,A27,dec11,12931,2297,5.62951676099
A27,A27,nov11,12399,2470,5.01983805668
A27,A27,oct11,9963,2218,4.4918845807
A27,A27,sep11,10353,1980,5.22878787879
A27,A27,aug11,12303,2239,5.49486377847
A27,A27,jul11,10934,1991,5.49171270718
A27,A27,jun11,15203,2575,5.9040776699
A27,A27,may11,12076,2575,4.68970873786
A27,A27,apr11,13719,2575,5.32776699029
A27,A27,mar11,13529,2575,5.25398058252
A27,A27,feb11,14440,2575,5.60776699029
A27,A27,jan11,13444,2575,5.22097087379
A27,A27,dec10,10491,2575,4.07417475728
A27,A27,nov10,15034,2575,5.83844660194
A27,A27,oct10,14546,2575,5.64893203883
A27,A27,sep10,15471,2575,6.00815533981
A27,A27,aug10,13344,2575,5.18213592233
A27,A27,jul10,13067,2575,5.0745631068
A27,A27,jun10,10309,2575,4.00349514563
A27,A27,may10,9898,2575,3.84388349515
A27,A27,apr10,10315,2575,4.00582524272
A27,A27,mar10,8758,2575,3.40116504854
A27,A27,feb10,10791,2575,4.19067961165
A27,A27,jan10,12544,2575,4.87145631068
A27,A27,dec09,11245,2575,4.36699029126
A27,A27,nov09,11251,2575,4.36932038835
A27,A27,oct09,15158,2575,5.88660194175
A27,A27,sep09,14738,2575,5.72349514563
A27,A27,aug09,8964,2575,3.48116504854
A27,A27,jul09,14232,2575,5.52699029126
A27,A27,jun09,9946,2575,3.86252427184
A27,A27,may09,13468,2575,5.23029126214
A27,A27,apr09,10986,2575,4.26640776699
A27,A27,mar09,13366,2575,5.19067961165
A27,A27,feb09,11029,2575,4.28310679612
A27,A27,jan09,14469,2575,5.61902912621
A28,A28,jun13,10216,2246,4.54853072128
A28,A28,may13,13579,2979,4.55824102048
A28,A28,apr13,10204,2237,4.56146624944
A28,A28,mar13,14386,2602,5.52882398155
A28,A28,feb13,10278,2087,4.92477240057
A28,A28,jan13,13762,2357,5.83877810776
A28,A28,dec12,11717,2263,5.17764030049
A28,A28,nov12,11919,2192,5.4375
A28,A28,oct12,14301,2913,4.90937178167
A28,A28,sep12,10969,2217,4.94767704105
A28,A28,aug12,9972,1843,5.41074335323
A28,A28,jul12,10420,1999,5.21260630315
A28,A28,jun12,8221,1627,5.0528580209
A28,A28,may12,14114,2634,5.35839028094
A28,A28,apr12,12890,2687,4.7971715668
A28,A28,mar12,14284,2658,5.37396538751
A28,A28,feb12,12822,2639,4.8586585828
A28,A28,jan12,14394,3013,4.77729837371
A28,A28,dec11,13751,2993,4.59438690277
A28,A28,nov11,12405,2453,5.05707297187
A28,A28,oct11,12697,2572,4.9366251944
A28,A28,sep11,11771,2401,4.90254060808
A28,A28,aug11,14778,2672,5.53068862275
A28,A28,jul11,10178,2023,5.03114186851
A28,A28,jun11,10752,1959,5.48851454824
A28,A28,may11,10382,1959,5.29964267483
A28,A28,apr11,10448,1959,5.33333333333
A28,A28,mar11,11686,1959,5.96528841246
A28,A28,feb11,14352,1959,7.32618683002
A28,A28,jan11,14421,1959,7.36140888208
A28,A28,dec10,14048,1959,7.17100561511
A28,A28,nov10,12426,1959,6.34303215926
A28,A28,oct10,9986,1959,5.09749872384
A28,A28,sep10,13463,1959,6.87238386932
A28,A28,aug10,15138,1959,7.72741194487
A28,A28,jul10,8618,1959,4.39918325676
A28,A28,jun10,10010,1959,5.10974987238
A28,A28,may10,14277,1959,7.28790199081
A28,A28,apr10,9600,1959,4.90045941807
A28,A28,mar10,11468,1959,5.8540071465
A28,A28,feb10,14091,1959,7.19295558959
A28,A28,jan10,9399,1959,4.797856049
A28,A28,dec09,15509,1959,7.9167942828
A28,A28,nov09,11781,1959,6.01378254211
A28,A28,oct09,14281,1959,7.2899438489
A28,A28,sep09,10858,1959,5.54262378765
A28,A28,aug09,13878,1959,7.08422664625
A28,A28,jul09,13057,1959,6.6651352731
A28,A28,jun09,13175,1959,6.72537008678
A28,A28,may09,10288,1959,5.2516590097
A28,A28,apr09,13005,1959,6.63859111792
A28,A28,mar09,11222,1959,5.72843287392
A28,A28,feb09,8433,1959,4.30474732006
A28,A28,jan09,11600,1959,5.9213884635
A29,A29,jun13,12091,2606,4.63967766692
A29,A29,may13,14148,2819,5.01880099326
A29,A29,apr13,10023,1939,5.1691593605
A29,A29,mar13,9234,1838,5.0239390642
A29,A29,feb13,12067,2182,5.53024747938
A29,A29,jan13,8618,1689,5.10242747188
A29,A29,dec12,13040,2954,4.41435341909
A29,A29,nov12,8522,1663,5.12447384245
A29,A29,oct12,12214,2730,4.47399267399
A29,A29,sep12,10921,2107,5.18319886094
A29,A29,aug12,12731,2662,4.78249436514
A29,A29,jul12,9764,1961,4.97909229985
A29,A29,jun12,13422,2327,5.76794155565
A29,A29,may12,14937,3290,4.54012158055
A29,A29,apr12,9950,1767,5.63101301641
A29,A29,mar12,12177,2421,5.02973977695
A29,A29,feb12,9216,1948,4.73100616016
A29,A29,jan12,14217,2624,5.41806402439
A29,A29,dec11,9208,2070,4.44830917874
A29,A29,nov11,14100,3047,4.62750246144
A29,A29,oct11,10976,2002,5.48251748252
A29,A29,sep11,8513,1549,5.49580374435
A29,A29,aug11,13507,3095,4.36413570275
A29,A29,jul11,12000,2548,4.70957613815
A29,A29,jun11,14945,2689,5.55782818892
A29,A29,may11,9518,2689,3.53960580141
A29,A29,apr11,11142,2689,4.14354778728
A29,A29,mar11,12266,2689,4.56154704351
A29,A29,feb11,10728,2689,3.98958720714
A29,A29,jan11,12354,2689,4.59427296393
A29,A29,dec10,9716,2689,3.61323912235
A29,A29,nov10,9128,2689,3.39457047229
A29,A29,oct10,11967,2689,4.45035329119
A29,A29,sep10,11059,2689,4.11268129416
A29,A29,aug10,14959,2689,5.56303458535
A29,A29,jul10,12240,2689,4.55187802157
A29,A29,jun10,11979,2689,4.4548159167
A29,A29,may10,9803,2689,3.64559315731
A29,A29,apr10,11272,2689,4.19189289699
A29,A29,mar10,11009,2689,4.0940870212
A29,A29,feb10,10668,2689,3.96727407958
A29,A29,jan10,8703,2689,3.2365191521
A29,A29,dec09,14215,2689,5.28635180364
A29,A29,nov09,11410,2689,4.24321309037
A29,A29,oct09,12554,2689,4.66865005578
A29,A29,sep09,11544,2689,4.29304574191
A29,A29,aug09,14008,2689,5.20937151357
A29,A29,jul09,14847,2689,5.52138341391
A29,A29,jun09,8824,2689,3.28151729267
A29,A29,may09,11764,2689,4.37486054295
A29,A29,apr09,12428,2689,4.62179248791
A29,A29,mar09,11916,2689,4.43138713276
A29,A29,feb09,12508,2689,4.65154332466
A29,A29,jan09,14186,2689,5.27556712533
A30,A30,jun13,14366,2923,4.91481354772
A30,A30,may13,12823,2579,4.9720822024
A30,A30,apr13,9202,1946,4.72867420349
A30,A30,mar13,14854,3235,4.59165378671
A30,A30,feb13,11291,2455,4.59918533605
A30,A30,jan13,13107,2908,4.50722145805
A30,A30,dec12,10542,1828,5.76695842451
A30,A30,nov12,13929,3007,4.63219155304
A30,A30,oct12,12075,2442,4.94471744472
A30,A30,sep12,10012,1764,5.67573696145
A30,A30,aug12,12264,2621,4.67913010301
A30,A30,jul12,11275,2600,4.33653846154
A30,A30,jun12,12418,2542,4.88512981904
A30,A30,may12,10443,2277,4.58629776021
A30,A30,apr12,13715,2592,5.2912808642
A30,A30,mar12,12057,2897,4.16189161201
A30,A30,feb12,13973,2500,5.5892
A30,A30,jan12,12166,2793,4.35588972431
A30,A30,dec11,10324,2095,4.92792362768
A30,A30,nov11,13299,3003,4.42857142857
A30,A30,oct11,13042,2831,4.60685270223
A30,A30,sep11,9225,1828,5.04649890591
A30,A30,aug11,13941,3188,4.37296110414
A30,A30,jul11,8846,1597,5.53913587977
A30,A30,jun11,9768,1637,5.96701282834
A30,A30,may11,9052,1637,5.52962736714
A30,A30,apr11,10441,1637,6.37813072694
A30,A30,mar11,14375,1637,8.7813072694
A30,A30,feb11,15513,1637,9.47648136836
A30,A30,jan11,11456,1637,6.99816737935
A30,A30,dec10,14511,1637,8.86438607208
A30,A30,nov10,13572,1637,8.29077580941
A30,A30,oct10,13437,1637,8.20830788027
A30,A30,sep10,12245,1637,7.48014660965
A30,A30,aug10,13163,1637,8.04092852779
A30,A30,jul10,10072,1637,6.15271838729
A30,A30,jun10,14836,1637,9.06291997557
A30,A30,may10,10514,1637,6.42272449603
A30,A30,apr10,9499,1637,5.80268784362
A30,A30,mar10,10196,1637,6.22846670739
A30,A30,feb10,9651,1637,5.89554062309
A30,A30,jan10,12158,1637,7.42700061087
A30,A30,dec09,14055,1637,8.58582773366
A30,A30,nov09,8611,1637,5.26023213195
A30,A30,oct09,13245,1637,8.09102015883
A30,A30,sep09,11010,1637,6.72571777642
A30,A30,aug09,11229,1637,6.85949908369
A30,A30,jul09,13213,1637,8.07147220525
A30,A30,jun09,10196,1637,6.22846670739
A30,A30,may09,11802,1637,7.20952962737
A30,A30,apr09,11803,1637,7.21014050092
A30,A30,mar09,14365,1637,8.7751985339
A30,A30,feb09,14220,1637,8.68662186927
A30,A30,jan09,9915,1637,6.05681124007
A31,A31,jun13,10690,1980,5.39898989899
A31,A31,may13,13172,2597,5.07200616095
A31,A31,apr13,12557,2258,5.56111603189
A31,A31,mar13,15515,3019,5.13911891355
A31,A31,feb13,9809,2076,4.72495183044
A31,A31,jan13,14064,2893,4.86138956101
A31,A31,dec12,14400,2707,5.31954192833
A31,A31,nov12,14958,3044,4.91392904074
A31,A31,oct12,11455,1978,5.79120323559
A31,A31,sep12,11532,2570,4.48715953307
A31,A31,aug12,10783,1976,5.45698380567
A31,A31,jul12,11857,2256,5.25576241135
A31,A31,jun12,13003,2323,5.59750322858
A31,A31,may12,9460,2021,4.68085106383
A31,A31,apr12,12385,2872,4.31232590529
A31,A31,mar12,15407,3036,5.07476943347
A31,A31,feb12,12036,2715,4.43314917127
A31,A31,jan12,14518,2891,5.02179176755
A31,A31,dec11,9984,1987,5.0246602919
A31,A31,nov11,14513,3199,4.5367302282
A31,A31,oct11,10917,2218,4.92200180343
A31,A31,sep11,9167,1982,4.62512613522
A31,A31,aug11,14217,3091,4.59948236817
A31,A31,jul11,15660,3430,4.56559766764
A31,A31,jun11,14672,2281,6.43226654976
A31,A31,may11,14044,2281,6.15694870671
A31,A31,apr11,10544,2281,4.62253397633
A31,A31,mar11,12319,2281,5.40070144673
A31,A31,feb11,12452,2281,5.45900920649
A31,A31,jan11,12616,2281,5.53090749671
A31,A31,dec10,9888,2281,4.33494081543
A31,A31,nov10,12888,2281,5.65015344147
A31,A31,oct10,8993,2281,3.94256904866
A31,A31,sep10,11457,2281,5.02279701885
A31,A31,aug10,10694,2281,4.68829460763
A31,A31,jul10,10912,2281,4.78386672512
A31,A31,jun10,13077,2281,5.73301183691
A31,A31,may10,9723,2281,4.262604121
A31,A31,apr10,13611,2281,5.96711968435
A31,A31,mar10,15010,2281,6.58044717229
A31,A31,feb10,11894,2281,5.21437965804
A31,A31,jan10,12682,2281,5.55984217448
A31,A31,dec09,11059,2281,4.8483121438
A31,A31,nov09,14145,2281,6.20122753178
A31,A31,oct09,14879,2281,6.52301622096
A31,A31,sep09,13214,2281,5.7930732135
A31,A31,aug09,9616,2281,4.21569487067
A31,A31,jul09,12052,2281,5.28364752302
A31,A31,jun09,13217,2281,5.79438842613
A31,A31,may09,9845,2281,4.31608943446
A31,A31,apr09,14169,2281,6.21174923279
A31,A31,mar09,13512,2281,5.92371766769
A31,A31,feb09,12368,2281,5.42218325296
A31,A31,jan09,11009,2281,4.82639193336
A32,A32,jun13,10517,2098,5.01286939943
A32,A32,may13,13754,2805,4.90338680927
A32,A32,apr13,12306,2927,4.20430474889
A32,A32,mar13,9233,1751,5.27298686465
A32,A32,feb13,9094,1961,4.63742988271
A32,A32,jan13,12671,2514,5.04017501989
A32,A32,dec12,10129,1974,5.13120567376
A32,A32,nov12,9615,1942,4.95108135942
A32,A32,oct12,11291,2303,4.90273556231
A32,A32,sep12,11776,2473,4.76182773959
A32,A32,aug12,13696,2752,4.97674418605
A32,A32,jul12,13498,2343,5.76099018353
A32,A32,jun12,11809,2650,4.45622641509
A32,A32,may12,12153,2218,5.47926059513
A32,A32,apr12,12134,2602,4.66333589547
A32,A32,mar12,13262,3114,4.25883108542
A32,A32,feb12,11442,2439,4.69126691267
A32,A32,jan12,13570,2684,5.05588673621
A32,A32,dec11,11741,2328,5.04338487973
A32,A32,nov11,9542,1805,5.2864265928
A32,A32,oct11,13936,3319,4.19885507683
A32,A32,sep11,13500,2927,4.61223095319
A32,A32,aug11,10496,2269,4.62582635522
A32,A32,jul11,14890,3239,4.59709786971
A32,A32,jun11,10339,2095,4.93508353222
A32,A32,may11,10639,2095,5.07828162291
A32,A32,apr11,13622,2095,6.50214797136
A32,A32,mar11,11729,2095,5.59856801909
A32,A32,feb11,13829,2095,6.60095465394
A32,A32,jan11,9344,2095,4.46014319809
A32,A32,dec10,8854,2095,4.22625298329
A32,A32,nov10,11157,2095,5.32553699284
A32,A32,oct10,11469,2095,5.47446300716
A32,A32,sep10,10560,2095,5.04057279236
A32,A32,aug10,11973,2095,5.71503579952
A32,A32,jul10,9002,2095,4.2968973747
A32,A32,jun10,10436,2095,4.98138424821
A32,A32,may10,10814,2095,5.16181384248
A32,A32,apr10,13106,2095,6.25584725537
A32,A32,mar10,8774,2095,4.18806682578
A32,A32,feb10,8956,2095,4.27494033413
A32,A32,jan10,14062,2095,6.71217183771
A32,A32,dec09,15836,2095,7.55894988067
A32,A32,nov09,12302,2095,5.87207637232
A32,A32,oct09,14028,2095,6.69594272076
A32,A32,sep09,8838,2095,4.21861575179
A32,A32,aug09,14521,2095,6.93126491647
A32,A32,jul09,11146,2095,5.32028639618
A32,A32,jun09,11836,2095,5.64964200477
A32,A32,may09,10185,2095,4.861575179
A32,A32,apr09,9177,2095,4.38042959427
A32,A32,mar09,9326,2095,4.45155131265
A32,A32,feb09,12412,2095,5.9245823389
A32,A32,jan09,12891,2095,6.15322195704
A33,A33,jun13,13125,2650,4.95283018868
A33,A33,may13,12176,2743,4.43893547211
A33,A33,apr13,14605,3575,4.08531468531
A33,A33,mar13,14208,2523,5.63139120095
A33,A33,feb13,8840,1789,4.94130799329
A33,A33,jan13,15012,2855,5.25814360771
A33,A33,dec12,13372,2703,4.94709581946
A33,A33,nov12,13346,2321,5.75010771219
A33,A33,oct12,11154,2260,4.93539823009
A33,A33,sep12,14949,2831,5.28046626634
A33,A33,aug12,10704,1892,5.65750528541
A33,A33,jul12,13309,2537,5.24595979503
A33,A33,jun12,11641,2085,5.58321342926
A33,A33,may12,13550,2959,4.57924974654
A33,A33,apr12,10593,2174,4.8725850966
A33,A33,mar12,14174,2852,4.9698457223
A33,A33,feb12,10677,2182,4.8932172319
A33,A33,jan12,9295,1913,4.85886042865
A33,A33,dec11,8873,1750,5.07028571429
A33,A33,nov11,14966,2963,5.05096186298
A33,A33,oct11,12478,2517,4.95748907429
A33,A33,sep11,11284,2031,5.55588380108
A33,A33,aug11,9129,1762,5.18104426788
A33,A33,jul11,14075,3096,4.54618863049
A33,A33,jun11,12800,1938,6.60474716202
A33,A33,may11,11714,1938,6.04437564499
A33,A33,apr11,13332,1938,6.87925696594
A33,A33,mar11,10111,1938,5.21723426213
A33,A33,feb11,13671,1938,7.05417956656
A33,A33,jan11,13453,1938,6.94169246646
A33,A33,dec10,13313,1938,6.86945304438
A33,A33,nov10,9892,1938,5.10423116615
A33,A33,oct10,14743,1938,7.60732714138
A33,A33,sep10,8693,1938,4.48555211558
A33,A33,aug10,10615,1938,5.47729618163
A33,A33,jul10,12377,1938,6.38648090815
A33,A33,jun10,9974,1938,5.14654282766
A33,A33,may10,12118,1938,6.2528379773
A33,A33,apr10,11592,1938,5.98142414861
A33,A33,mar10,11033,1938,5.69298245614
A33,A33,feb10,14074,1938,7.26212590299
A33,A33,jan10,13160,1938,6.79050567595
A33,A33,dec09,12247,1938,6.31940144479
A33,A33,nov09,11010,1938,5.68111455108
A33,A33,oct09,9548,1938,4.92672858617
A33,A33,sep09,10378,1938,5.35500515996
A33,A33,aug09,11541,1938,5.95510835913
A33,A33,jul09,8308,1938,4.28689370485
A33,A33,jun09,10889,1938,5.61867905057
A33,A33,may09,14477,1938,7.47007223942
A33,A33,apr09,13267,1938,6.84571723426
A33,A33,mar09,14483,1938,7.47316821465
A33,A33,feb09,11283,1938,5.82198142415
A33,A33,jan09,12416,1938,6.40660474716
A34,A34,jun13,12168,2569,4.73647333593
A34,A34,may13,11267,1989,5.66465560583
A34,A34,apr13,11175,1983,5.63540090772
A34,A34,mar13,14275,2600,5.49038461538
A34,A34,feb13,13599,2604,5.22235023041
A34,A34,jan13,15609,3679,4.24272900245
A34,A34,dec12,10636,1933,5.50232798758
A34,A34,nov12,12367,2571,4.81019058732
A34,A34,oct12,15092,3082,4.89682024659
A34,A34,sep12,10849,1983,5.47100353001
A34,A34,aug12,9701,1941,4.99793920659
A34,A34,jul12,12643,2966,4.26264329063
A34,A34,jun12,13943,3150,4.42634920635
A34,A34,may12,13699,2738,5.00328707085
A34,A34,apr12,12544,2412,5.20066334992
A34,A34,mar12,13533,2408,5.6200166113
A34,A34,feb12,10068,1834,5.48964013086
A34,A34,jan12,11294,2561,4.40999609528
A34,A34,dec11,12913,2226,5.80098831986
A34,A34,nov11,12865,2631,4.88977575067
A34,A34,oct11,12637,2689,4.6995165489
A34,A34,sep11,11755,2489,4.72278023303
A34,A34,aug11,13172,2889,4.55936310142
